[2016/4/5 - 23:40:53] * LDT Frank da nhan duoc 1 Gift Reset Voucher(s), chuc vui ve!
[2016/4/10 - 9:22:41] * Andriano Mocleaner da nhan duoc 1 Mot thang dung Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 9:30:37] * Fio Ran da nhan duoc 1 Gift Reset Voucher(s), chuc vui ve!
[2016/4/10 - 9:31:34] * Mark Roys da nhan duoc 50 Pot(s), chuc vui ve!
[2016/4/10 - 9:31:36] * Mark Roys da nhan duoc 10000 Material(s), chuc vui ve!
[2016/4/10 - 9:31:38] * Mark Roys da nhan duoc mot Laser, chuc vui ve!
[2016/4/10 - 9:31:40] * Mark Roys da nhan duoc 50 Pot(s), chuc vui ve!
[2016/4/10 - 9:31:41] * Mark Roys da nhan duoc 1000 Credit(s), chuc vui ve!
[2016/4/10 - 9:31:47] * Mark Roys da nhan duoc 1 Seven day Silver VIP Voucher(s), chuc vui ve!
[2016/4/10 - 9:31:58] * Mark Roys da nhan duoc 1 Restricted Car Voucher(s), chuc vui ve!
[2016/4/10 - 9:32:03] * Mark Roys da nhan duoc 1 Restricted Car Voucher(s), chuc vui ve!
[2016/4/10 - 9:32:29] * Cong Vo da nhan duoc 5 firework(s), chuc vui ve!
[2016/4/10 - 9:32:32] * Mark Roys da nhan duoc 1 Car Voucher(s), chuc vui ve!
[2016/4/10 - 9:32:51] * Mark Roys da nhan duoc 1 Mot thang dung Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 9:32:53] * Mark Roys da nhan duoc 1 Toy Slot(s), chuc vui ve!
[2016/4/10 - 9:32:55] * Mark Roys da nhan duoc 1 Platinum VIP Voucher(s), chuc vui ve!
[2016/4/10 - 9:33:00] * Army Kun da nhan duoc 50 Pot(s), chuc vui ve!
[2016/4/10 - 9:33:04] * Army Kun da nhan duoc 1 Car Slot(s), chuc vui ve!
[2016/4/10 - 9:33:05] * Army Kun da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/4/10 - 9:33:08] * Army Kun da nhan duoc 1 Seven day Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 9:33:15] * Army Kun da nhan duoc 10000 Material(s), chuc vui ve!
[2016/4/10 - 9:33:16] * Mark Roys da nhan duoc 1000 Credit(s), chuc vui ve!
[2016/4/10 - 9:33:19] * Army Kun da nhan duoc 1 Car Slot(s), chuc vui ve!
[2016/4/10 - 9:33:21] * Army Kun da nhan duoc mot Custom Toy, chuc vui ve!
[2016/4/10 - 9:33:23] * Army Kun da nhan duoc 50 Crack(s), chuc vui ve!
[2016/4/10 - 9:33:25] * Army Kun da nhan duoc 1 Quang cao uu tien Voucher(s), chuc vui ve!
[2016/4/10 - 9:33:27] * Army Kun da nhan duoc 1 Seven day Gold VIP(s), chuc vui ve!
[2016/4/10 - 9:33:29] * Army Kun da nhan duoc 1 rimkit(s), chuc vui ve!
[2016/4/10 - 9:33:36] * Army Kun da nhan duoc 5 firework(s), chuc vui ve!
[2016/4/10 - 9:33:37] * Army Kun da nhan duoc 1 Car Voucher(s), chuc vui ve!
[2016/4/10 - 9:33:40] * Army Kun da nhan duoc 1 Platinum VIP Voucher(s), chuc vui ve!
[2016/4/10 - 9:33:43] * Army Kun da nhan duoc mot Custom Toy, chuc vui ve!
[2016/4/10 - 9:33:44] * HunterWind Koii da nhan duoc 1 Quang cao uu tien Voucher(s), chuc vui ve!
[2016/4/10 - 9:33:45] * Army Kun da nhan duoc 1 Seven day Silver VIP Voucher(s), chuc vui ve!
[2016/4/10 - 9:33:47] * Smith CoDoc da nhan duoc 1 Mot thang dung Silver VIP Voucher(s), chuc vui ve!
[2016/4/10 - 9:33:49] * Army Kun da nhan duoc 50 Crack(s), chuc vui ve!
[2016/4/10 - 9:33:50] * Smith CoDoc da nhan duoc 1 Mot thang dung Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 9:33:51] * Army Kun da nhan duoc 1 Mot thang dung Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 9:33:53] * Army Kun da nhan duoc 5 Respect Point(s), chuc vui ve!
[2016/4/10 - 9:33:53] * Kudo Shinichi da nhan duoc 20 Paintball Token(s), chuc vui ve!
[2016/4/10 - 9:33:55] * Smith CoDoc da nhan duoc 50 Crack(s), chuc vui ve!
[2016/4/10 - 9:34:00] * Frozen Vy da nhan duoc 5 firework(s), chuc vui ve!
[2016/4/10 - 9:34:02] * Frozen Vy da nhan duoc 5 VIP Token(s), chuc vui ve!
[2016/4/10 - 9:34:04] * Army Kun da nhan duoc mot Laser, chuc vui ve!
[2016/4/10 - 9:34:05] * Frozen Vy da nhan duoc 50 Crack(s), chuc vui ve!
[2016/4/10 - 9:34:06] * Army Kun da nhan duoc 5 VIP Token(s), chuc vui ve!
[2016/4/10 - 9:34:07] * Frozen Vy da nhan duoc 1 Car Slot(s), chuc vui ve!
[2016/4/10 - 9:34:10] * Frozen Vy da nhan duoc 1 Mot thang dung Silver VIP Voucher(s), chuc vui ve!
[2016/4/10 - 9:34:12] * Frozen Vy da nhan duoc 1 Firstaid(s), chuc vui ve!
[2016/4/10 - 9:34:16] * Frozen Vy da nhan duoc 1 Seven day Silver VIP(s), chuc vui ve!
[2016/4/10 - 9:34:18] * Frozen Vy da nhan duoc $100,000, chuc vui ve!
[2016/4/10 - 9:34:19] * Army Kun da nhan duoc 1 rimkit(s), chuc vui ve!
[2016/4/10 - 9:34:32] * Army Kun da nhan duoc 5 Respect Point(s), chuc vui ve!
[2016/4/10 - 9:34:34] * Army Kun da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/4/10 - 9:34:35] * Army Kun da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/4/10 - 9:34:36] * Army Kun da nhan duoc 20 Paintball Token(s), chuc vui ve!
[2016/4/10 - 9:34:37] * Smith CoDoc da nhan duoc 1 Toy Slot(s), chuc vui ve!
[2016/4/10 - 9:34:39] * Smith CoDoc da nhan duoc 1 Armour, chuc vui ve!
[2016/4/10 - 9:34:41] * Smith CoDoc da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/4/10 - 9:34:50] * Army Kun da nhan duoc 1000 Credit(s), chuc vui ve!
[2016/4/10 - 9:34:53] * Army Kun da nhan duoc 1 rimkit(s), chuc vui ve!
[2016/4/10 - 9:34:55] * Smith CoDoc da nhan duoc 1 Car Voucher(s), chuc vui ve!
[2016/4/10 - 9:34:56] * Army Kun da nhan duoc 1 Seven day Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 9:34:59] * Smith CoDoc da nhan duoc 1000 Credit(s), chuc vui ve!
[2016/4/10 - 9:35:00] * Frozen Trung da nhan duoc 1 Armour, chuc vui ve!
[2016/4/10 - 9:35:01] * Smith CoDoc da nhan duoc 5 firework(s), chuc vui ve!
[2016/4/10 - 9:35:03] * Smith CoDoc da nhan duoc 1000 Credit(s), chuc vui ve!
[2016/4/10 - 9:35:06] * Smith CoDoc da nhan duoc 1 Seven day Silver VIP(s), chuc vui ve!
[2016/4/10 - 9:35:06] * Mark Roys da nhan duoc 1 Car Voucher(s), chuc vui ve!
[2016/4/10 - 9:35:10] * Mark Roys da nhan duoc 1 Mot thang dung Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 9:35:13] * Mark Roys da nhan duoc 50 Crack(s), chuc vui ve!
[2016/4/10 - 9:35:33] * Fio Ran da nhan duoc 1 Firstaid(s), chuc vui ve!
[2016/4/10 - 9:40:13] * Army Kun da nhan duoc 1 Mot thang dung Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 9:40:17] * Army Kun da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/4/10 - 9:40:19] * Army Kun da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/4/10 - 9:41:12] * Army Kun da nhan duoc mot Laser, chuc vui ve!
[2016/4/10 - 9:41:13] * Mark Roys da nhan duoc 1 Restricted Car Voucher(s), chuc vui ve!
[2016/4/10 - 9:41:13] * Army Kun da nhan duoc 1 Car Voucher(s), chuc vui ve!
[2016/4/10 - 9:41:15] * Army Kun da nhan duoc 1 Firstaid(s), chuc vui ve!
[2016/4/10 - 9:41:16] * Army Kun da nhan duoc 50 Crack(s), chuc vui ve!
[2016/4/10 - 9:41:18] * Army Kun da nhan duoc 1 Seven day Silver VIP Voucher(s), chuc vui ve!
[2016/4/10 - 9:41:29] * Mark Roys da nhan duoc 1000 Credit(s), chuc vui ve!
[2016/4/10 - 9:41:31] * Mark Roys da nhan duoc 1 Car Voucher(s), chuc vui ve!
[2016/4/10 - 9:41:33] * Army Kun da nhan duoc 1 Quang cao uu tien Voucher(s), chuc vui ve!
[2016/4/10 - 9:41:33] * Mark Roys da nhan duoc 50 Pot(s), chuc vui ve!
[2016/4/10 - 9:47:22] * Jonh Nguyen da nhan duoc 1 Mot thang dung Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 9:48:12] * Army Kun da nhan duoc mot Laser, chuc vui ve!
[2016/4/10 - 9:48:48] * Beo hardy da nhan duoc 1 Quang cao uu tien Voucher(s), chuc vui ve!
[2016/4/10 - 9:49:05] * Beo hardy da nhan duoc 1 Gift Reset Voucher(s), chuc vui ve!
[2016/4/10 - 9:49:07] * Beo hardy da nhan duoc 50 Crack(s), chuc vui ve!
[2016/4/10 - 9:49:08] * Beo hardy da nhan duoc 1 Car Voucher(s), chuc vui ve!
[2016/4/10 - 9:49:09] * Beo hardy da nhan duoc 1 Gift Reset Voucher(s), chuc vui ve!
[2016/4/10 - 9:49:11] * Beo hardy da nhan duoc 1000 Credit(s), chuc vui ve!
[2016/4/10 - 9:49:12] * Beo hardy da nhan duoc 5 firework(s), chuc vui ve!
[2016/4/10 - 9:49:13] * Beo hardy da nhan duoc 1 Mot thang dung Silver VIP Voucher(s), chuc vui ve!
[2016/4/10 - 9:49:14] * Beo hardy da nhan duoc 5 VIP Token(s), chuc vui ve!
[2016/4/10 - 9:49:15] * Beo hardy da nhan duoc 1 Car Voucher(s), chuc vui ve!
[2016/4/10 - 9:49:21] * Beo hardy da nhan duoc 1 Seven day Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 9:49:22] * Beo hardy da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/4/10 - 9:49:23] * Beo hardy da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/4/10 - 9:49:24] * Beo hardy da nhan duoc 1 Seven day Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 9:49:25] * Beo hardy da nhan duoc 1 Car Voucher(s), chuc vui ve!
[2016/4/10 - 9:49:26] * Beo hardy da nhan duoc 5 VIP Token(s), chuc vui ve!
[2016/4/10 - 10:34:14] * David Mason da nhan duoc 1 rimkit(s), chuc vui ve!
[2016/4/10 - 10:34:28] * David Mason da nhan duoc 1 Restricted Car Voucher(s), chuc vui ve!
[2016/4/10 - 10:34:28] * Jonh Nguyen da nhan duoc 1 Platinum VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:34:41] * Thong Luu da nhan duoc 10000 Material(s), chuc vui ve!
[2016/4/10 - 10:36:14] * Nhok Duy da nhan duoc 1 Gift Reset Voucher(s), chuc vui ve!
[2016/4/10 - 10:36:46] * Frozen Hau da nhan duoc 1 Seven day Silver VIP(s), chuc vui ve!
[2016/4/10 - 10:37:35] * [Yakuza] TaiBa da nhan duoc 1 Gift Reset Voucher(s), chuc vui ve!
[2016/4/10 - 10:38:09] * Army Kun da nhan duoc 5 Respect Point(s), chuc vui ve!
[2016/4/10 - 10:38:12] * Army Kun da nhan duoc 1 Car Voucher(s), chuc vui ve!
[2016/4/10 - 10:38:13] * Army Kun da nhan duoc 1 Toy Slot(s), chuc vui ve!
[2016/4/10 - 10:38:15] * Army Kun da nhan duoc mot Laser, chuc vui ve!
[2016/4/10 - 10:38:17] * Army Kun da nhan duoc 1 Toy Slot(s), chuc vui ve!
[2016/4/10 - 10:38:18] * Army Kun da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/4/10 - 10:38:27] * Frozen Hau da nhan duoc 1 Seven day Silver VIP(s), chuc vui ve!
[2016/4/10 - 10:38:31] * Frozen Hau da nhan duoc 1 Seven day Silver VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:38:34] * Army Kun da nhan duoc 5 VIP Token(s), chuc vui ve!
[2016/4/10 - 10:38:36] * Army Kun da nhan duoc 1 Mot thang dung Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:38:36] * Army Rain da nhan duoc 1 Toy Slot(s), chuc vui ve!
[2016/4/10 - 10:38:38] * Army Kun da nhan duoc 1 Car Slot(s), chuc vui ve!
[2016/4/10 - 10:38:39] * Army Rain da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/4/10 - 10:38:41] * Army Rain da nhan duoc 1 Platinum VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:38:42] * [Yakuza] TaiBa da nhan duoc 50 Pot(s), chuc vui ve!
[2016/4/10 - 10:38:43] * Army Kun da nhan duoc 1 Mot thang dung Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:38:44] * Army Rain da nhan duoc mot Custom Toy, chuc vui ve!
[2016/4/10 - 10:38:44] * Army Kun da nhan duoc 1 rimkit(s), chuc vui ve!
[2016/4/10 - 10:38:46] * [Yakuza] TaiBa da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/4/10 - 10:38:46] * Army Kun da nhan duoc 1 Car Slot(s), chuc vui ve!
[2016/4/10 - 10:38:47] * Army Rain da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/4/10 - 10:38:47] * Frozen Hau da nhan duoc mot Laser, chuc vui ve!
[2016/4/10 - 10:38:49] * Frozen Hau da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/4/10 - 10:38:49] * Army Kun da nhan duoc mot Custom Toy, chuc vui ve!
[2016/4/10 - 10:38:49] * Army Rain da nhan duoc 1 Platinum VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:38:51] * Army Rain da nhan duoc 1 Car Voucher(s), chuc vui ve!
[2016/4/10 - 10:38:52] * Frozen Hau da nhan duoc 1 Mot thang dung Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:38:53] * Army Rain da nhan duoc 1 rimkit(s), chuc vui ve!
[2016/4/10 - 10:38:54] * Army Kun da nhan duoc 1 Mot thang dung Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:38:55] * Army Rain da nhan duoc 1 Car Slot(s), chuc vui ve!
[2016/4/10 - 10:38:57] * Army Kun da nhan duoc 1 Car Voucher(s), chuc vui ve!
[2016/4/10 - 10:38:57] * Army Rain da nhan duoc mot Laser, chuc vui ve!
[2016/4/10 - 10:38:58] * Army Kun da nhan duoc 50 Crack(s), chuc vui ve!
[2016/4/10 - 10:39:00] * Army Kun da nhan duoc 1 Quang cao uu tien Voucher(s), chuc vui ve!
[2016/4/10 - 10:39:00] * Army Rain da nhan duoc 1 Platinum VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:39:03] * Army Rain da nhan duoc 1 Firstaid(s), chuc vui ve!
[2016/4/10 - 10:39:03] * Army Kun da nhan duoc 5 Respect Point(s), chuc vui ve!
[2016/4/10 - 10:39:05] * Army Kun da nhan duoc 5 Respect Point(s), chuc vui ve!
[2016/4/10 - 10:39:05] * Army Rain da nhan duoc 1 Firstaid(s), chuc vui ve!
[2016/4/10 - 10:39:07] * Army Kun da nhan duoc 20 Paintball Token(s), chuc vui ve!
[2016/4/10 - 10:39:07] * Army Rain da nhan duoc 1 Restricted Car Voucher(s), chuc vui ve!
[2016/4/10 - 10:39:08] * Army Kun da nhan duoc 20 Paintball Token(s), chuc vui ve!
[2016/4/10 - 10:39:10] * Army Rain da nhan duoc 1 Car Slot(s), chuc vui ve!
[2016/4/10 - 10:39:12] * Army Rain da nhan duoc 1 Restricted Car Voucher(s), chuc vui ve!
[2016/4/10 - 10:39:12] * Yakuza Binn da nhan duoc mot Custom Toy, chuc vui ve!
[2016/4/10 - 10:39:14] * Army Rain da nhan duoc mot Laser, chuc vui ve!
[2016/4/10 - 10:39:16] * Army Rain da nhan duoc 1000 Credit(s), chuc vui ve!
[2016/4/10 - 10:39:19] * Army Rain da nhan duoc 1 Seven day Silver VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:39:21] * Army Rain da nhan duoc 1 Platinum VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:39:23] * Army Rain da nhan duoc 1 Seven day Gold VIP(s), chuc vui ve!
[2016/4/10 - 10:39:23] * Frozen Hau da nhan duoc 1 Mot thang dung Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:39:23] * Army Kun da nhan duoc 1 Mot thang dung Silver VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:39:25] * Army Rain da nhan duoc 1 Mot thang dung Silver VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:39:26] * Frozen Hau da nhan duoc mot Custom Toy, chuc vui ve!
[2016/4/10 - 10:39:26] * Army Kun da nhan duoc mot Laser, chuc vui ve!
[2016/4/10 - 10:39:27] * Army Rain da nhan duoc 20 Paintball Token(s), chuc vui ve!
[2016/4/10 - 10:39:28] * Army Kun da nhan duoc 1000 Credit(s), chuc vui ve!
[2016/4/10 - 10:39:28] * Frozen Hau da nhan duoc 1 Car Voucher(s), chuc vui ve!
[2016/4/10 - 10:39:29] * Army Rain da nhan duoc mot Custom Toy, chuc vui ve!
[2016/4/10 - 10:39:29] * Army Kun da nhan duoc 1 Toy Slot(s), chuc vui ve!
[2016/4/10 - 10:39:31] * Army Kun da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/4/10 - 10:39:31] * Army Rain da nhan duoc 5 VIP Token(s), chuc vui ve!
[2016/4/10 - 10:39:33] * Army Kun da nhan duoc 1 Seven day Gold VIP(s), chuc vui ve!
[2016/4/10 - 10:39:35] * Army Rain da nhan duoc 5 Respect Point(s), chuc vui ve!
[2016/4/10 - 10:39:35] * Army Kun da nhan duoc 1 Car Slot(s), chuc vui ve!
[2016/4/10 - 10:39:37] * Army Kun da nhan duoc 1 Car Voucher(s), chuc vui ve!
[2016/4/10 - 10:39:38] * Army Rain da nhan duoc 5 VIP Token(s), chuc vui ve!
[2016/4/10 - 10:39:42] * Frozen Hau da nhan duoc 1 Mot thang dung Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:39:44] * Army Rain da nhan duoc 1 Platinum VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:39:44] * Frozen Hau da nhan duoc 1 Car Voucher(s), chuc vui ve!
[2016/4/10 - 10:39:47] * Army Rain da nhan duoc 1 Firstaid(s), chuc vui ve!
[2016/4/10 - 10:39:48] * Frozen Hau da nhan duoc 1 Restricted Car Voucher(s), chuc vui ve!
[2016/4/10 - 10:39:48] * Army Rain da nhan duoc 1 Toy Slot(s), chuc vui ve!
[2016/4/10 - 10:39:50] * Army Rain da nhan duoc 1 Car Slot(s), chuc vui ve!
[2016/4/10 - 10:39:52] * Army Rain da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/4/10 - 10:39:54] * Jonh Nguyen da nhan duoc 5 VIP Token(s), chuc vui ve!
[2016/4/10 - 10:39:57] * Jonh Nguyen da nhan duoc 1 Seven day Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:39:57] * Army Rain da nhan duoc $100,000, chuc vui ve!
[2016/4/10 - 10:40:03] * Army Rain da nhan duoc 1 Toy Slot(s), chuc vui ve!
[2016/4/10 - 10:40:10] * Army Rain da nhan duoc 50 Crack(s), chuc vui ve!
[2016/4/10 - 10:40:15] * Army Rain da nhan duoc 5 VIP Token(s), chuc vui ve!
[2016/4/10 - 10:40:18] * Army Rain da nhan duoc 1 Car Voucher(s), chuc vui ve!
[2016/4/10 - 10:40:18] * Jonh Nguyen da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/4/10 - 10:40:18] * Army Kun da nhan duoc 1 Quang cao uu tien Voucher(s), chuc vui ve!
[2016/4/10 - 10:40:20] * Army Kun da nhan duoc 1 Seven day Silver VIP(s), chuc vui ve!
[2016/4/10 - 10:40:21] * Jonh Nguyen da nhan duoc 1 Seven day Silver VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:40:22] * Army Kun da nhan duoc 1 Platinum VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:40:24] * Army Kun da nhan duoc 1 Toy Slot(s), chuc vui ve!
[2016/4/10 - 10:40:26] * Nhok Duy da nhan duoc 1000 Credit(s), chuc vui ve!
[2016/4/10 - 10:40:26] * Army Kun da nhan duoc 50 Pot(s), chuc vui ve!
[2016/4/10 - 10:40:27] * Army Kun da nhan duoc 1 Mot thang dung Silver VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:40:28] * Army Kun da nhan duoc 1000 Credit(s), chuc vui ve!
[2016/4/10 - 10:40:29] * Nhok Duy da nhan duoc 20 Paintball Token(s), chuc vui ve!
[2016/4/10 - 10:40:31] * Nhok Duy da nhan duoc 1000 Credit(s), chuc vui ve!
[2016/4/10 - 10:40:34] * Nhok Duy da nhan duoc 50 Pot(s), chuc vui ve!
[2016/4/10 - 10:40:36] * Nhok Duy da nhan duoc 1 Seven day Silver VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:40:44] * Army Kun da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/4/10 - 10:40:46] * Army Kun da nhan duoc 1 Mot thang dung Silver VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:40:51] * Army Kun da nhan duoc 10000 Material(s), chuc vui ve!
[2016/4/10 - 10:40:59] * Army Kun da nhan duoc $100,000, chuc vui ve!
[2016/4/10 - 10:41:02] * Army Kun da nhan duoc 1 Mot thang dung Silver VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:41:14] * Army Rain da nhan duoc 10000 Material(s), chuc vui ve!
[2016/4/10 - 10:41:16] * Army Rain da nhan duoc 1 Seven day Silver VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:41:18] * Army Rain da nhan duoc 20 Paintball Token(s), chuc vui ve!
[2016/4/10 - 10:41:20] * Army Rain da nhan duoc 5 VIP Token(s), chuc vui ve!
[2016/4/10 - 10:41:22] * Army Rain da nhan duoc 1 Firstaid(s), chuc vui ve!
[2016/4/10 - 10:41:24] * Army Rain da nhan duoc 5 VIP Token(s), chuc vui ve!
[2016/4/10 - 10:41:26] * Army Kun da nhan duoc 1 Mot thang dung Silver VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:41:26] * Army Rain da nhan duoc 1 Seven day Silver VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:41:27] * Army Kun da nhan duoc 1 Toy Slot(s), chuc vui ve!
[2016/4/10 - 10:41:28] * Army Rain da nhan duoc 5 Respect Point(s), chuc vui ve!
[2016/4/10 - 10:41:29] * Army Kun da nhan duoc 1 Mot thang dung Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:41:30] * Army Kun da nhan duoc 5 firework(s), chuc vui ve!
[2016/4/10 - 10:41:30] * Army Rain da nhan duoc 1 Gift Reset Voucher(s), chuc vui ve!
[2016/4/10 - 10:41:33] * Army Kun da nhan duoc 1 Car Slot(s), chuc vui ve!
[2016/4/10 - 10:41:34] * Army Kun da nhan duoc 1 Car Voucher(s), chuc vui ve!
[2016/4/10 - 10:41:35] * Army Rain da nhan duoc 1 Firstaid(s), chuc vui ve!
[2016/4/10 - 10:41:35] * Army Kun da nhan duoc 1 Gift Reset Voucher(s), chuc vui ve!
[2016/4/10 - 10:41:37] * Army Rain da nhan duoc 50 Crack(s), chuc vui ve!
[2016/4/10 - 10:41:47] * Army Rain da nhan duoc mot Laser, chuc vui ve!
[2016/4/10 - 10:41:50] * Army Kun da nhan duoc 50 Pot(s), chuc vui ve!
[2016/4/10 - 10:41:51] * Army Rain da nhan duoc 5 VIP Token(s), chuc vui ve!
[2016/4/10 - 10:41:52] * Army Kun da nhan duoc 1 Restricted Car Voucher(s), chuc vui ve!
[2016/4/10 - 10:41:54] * Army Rain da nhan duoc 1 Gift Reset Voucher(s), chuc vui ve!
[2016/4/10 - 10:41:55] * Army Kun da nhan duoc 1 Car Slot(s), chuc vui ve!
[2016/4/10 - 10:41:56] * Army Rain da nhan duoc 1 Mot thang dung Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:41:59] * Army Kun da nhan duoc 1 Mot thang dung Silver VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:42:02] * Army Kun da nhan duoc 1 rimkit(s), chuc vui ve!
[2016/4/10 - 10:42:02] * Kevin Tien da nhan duoc 1 Quang cao uu tien Voucher(s), chuc vui ve!
[2016/4/10 - 10:42:04] * Kevin Tien da nhan duoc 1 Mot thang dung Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:42:05] * Army Rain da nhan duoc 50 Crack(s), chuc vui ve!
[2016/4/10 - 10:42:06] * Kevin Tien da nhan duoc 1 Restricted Car Voucher(s), chuc vui ve!
[2016/4/10 - 10:42:07] * Fio Ran da nhan duoc 1 Platinum VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:42:10] * Fio Ran da nhan duoc 1 Seven day Silver VIP(s), chuc vui ve!
[2016/4/10 - 10:42:18] * Fio Ran da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/4/10 - 10:42:21] * Brandon Stack da nhan duoc 1 Mot thang dung Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:42:23] * Brandon Stack da nhan duoc 1 mot thang Silver VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:46:06] * Fio Ran da nhan duoc 1 Car Voucher(s), chuc vui ve!
[2016/4/10 - 10:46:08] * Natsu Aztecas da nhan duoc  Full Health & Armor, chuc vui ve!
[2016/4/10 - 10:46:11] * Fio Ran da nhan duoc 1 Car Slot(s), chuc vui ve!
[2016/4/10 - 10:46:13] * Fio Ran da nhan duoc 1 Car Slot(s), chuc vui ve!
[2016/4/10 - 10:46:15] * Fio Ran da nhan duoc 1 Platinum VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:46:17] * Army Max da nhan duoc 1 Platinum VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:46:17] * Fio Ran da nhan duoc 1000 Credit(s), chuc vui ve!
[2016/4/10 - 10:46:18] * Army Max da nhan duoc 5 VIP Token(s), chuc vui ve!
[2016/4/10 - 10:46:20] * Army Max da nhan duoc 1000 Credit(s), chuc vui ve!
[2016/4/10 - 10:46:21] * Army Max da nhan duoc 20 Paintball Token(s), chuc vui ve!
[2016/4/10 - 10:46:23] * Army Max da nhan duoc 1 Seven day Silver VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:46:23] * Fio Ran da nhan duoc 1 Mot thang dung Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:46:26] * Army Max da nhan duoc 5 firework(s), chuc vui ve!
[2016/4/10 - 10:46:26] * Fio Ran da nhan duoc 1 Restricted Car Voucher(s), chuc vui ve!
[2016/4/10 - 10:46:28] * Army Max da nhan duoc 1 Quang cao uu tien Voucher(s), chuc vui ve!
[2016/4/10 - 10:46:30] * Army Max da nhan duoc 1000 Credit(s), chuc vui ve!
[2016/4/10 - 10:46:31] * Fio Ran da nhan duoc 1 Quang cao uu tien Voucher(s), chuc vui ve!
[2016/4/10 - 10:46:33] * Army Max da nhan duoc 1 Mot thang dung Gold VIP Voucher(s), chuc vui ve!
[2016/4/10 - 10:46:35] * Army Max da nhan duoc 1 Car Voucher(s), chuc vui ve!
[2016/4/10 - 10:46:35] * Fio Ran da nhan duoc 1 Car Slot(s), chuc vui ve!
[2016/4/10 - 10:46:36] * Army Max da nhan duoc 5 Respect Point(s), chuc vui ve!
